session,hand_id,small_blind,big_blind,num_players,actions_preflop,actions_flop,actions_turn,actions_river,flop,turn,river
32,32_11_11,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:raise 337, P5:fold",,2d 3d Qd,3s,
32,32_12_12,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_13_13,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_14_14,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:call","P2:call, P4:raise 112, P2:fold",,Kh 4s 4d,4c,
32,32_15_15,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 350, P1:call","P1:call, P2:raise 225, P1:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",6h Ad Kc,Ac,8c
32,32_16_16,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
32,32_17_17,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 135, P2:fold",,,6d Qh 5h,,
32,32_18_18,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
32,32_19_19,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:raise 1000, P2:fold, P6:fold",,,,,,
32,32_20_20,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_21_21,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:raise 600, P5:fold",,,Kh Ts 7s,,
32,32_22_22,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:call, P1:fold, P2:fold","P4:call, P6:raise 412, P4:call","P4:call, P6:call","P4:raise 1374, P6:call, P4:sm, P6:sm",7s 4d 9h,Jd,Ts
32,32_23_23,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:raise 725, P1:fold, P2:call, P3:raise 2900, P6:raise 10000, P2:fold, P3:call, P6:sm, P3:sm",,,,Th 5h 8c,5d,Ks
32,32_24_24,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:fold",,,9d Kd 8d,,
32,32_25_25,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
32,32_26_26,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_27_27,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
32,32_28_28,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_29_29,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_30_30,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 287, P1:fold, P2:call","P2:call, P6:raise 312, P2:call","P2:call, P6:call","P2:call, P6:call, P2:sm, P6:sm",Tc 2c Jc,9d,7h
32,32_31_31,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_32_32,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 300, P2:call","P2:call, P6:raise 1050, P2:call","P2:call, P6:raise 3150, P2:fold",Ac Th 9c,6h,8d
32,32_33_33,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 275, P2:call","P2:call, P6:raise 825, P2:call, P6:sm, P2:sm",8h 3c 4c,Ad,5d
32,32_34_34,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_35_35,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 135, P2:fold",,,Ks 7c 2h,,
32,32_36_36,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_37_37,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:call, P1:fold, P2:call","P2:call, P3:raise 163, P6:fold, P2:fold",,,Jd Kd 4h,,
32,32_38_38,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:raise 900, P2:fold, P6:call","P1:raise 700, P6:call","P1:raise 2200, P6:raise 8400, P1:call, P6:sm, P1:sm",,Js Td 6c,5c,Qd
32,32_39_39,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 350, P1:call","P1:call, P2:raise 225, P1:call","P1:call, P2:call","P1:call, P2:raise 1150, P1:fold",Kh Jd 6d,Qs,Ts
32,32_40_40,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:fold, P2:call","P2:call, P6:raise 150, P2:call","P2:call, P6:call","P2:raise 1191, P6:fold",7s 7h 3c,Td,4d
32,32_41_41,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:raise 1150, P2:fold, P6:raise 2425, P1:call","P1:call, P6:call","P1:raise 2475, P6:call","P1:raise 5100, P6:call, P1:sm, P6:sm",3s Js Kd,Ks,5c
32,32_42_42,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 135, P2:call","P2:call, P4:raise 570, P2:fold",,Kd 2c 5h,Kc,
32,32_43_43,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
32,32_44_44,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:call","P2:call, P5:call, P2:sm, P5:sm",4d Ac Qh,6c,Qs
32,32_45_45,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
32,32_46_46,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
32,32_47_47,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:raise 174, P1:raise 585, P2:call","P1:raise 1370, P2:fold",,4c Jh 8d,5d,
32,32_48_48,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 175, P2:fold",,,8c Jh Jd,,
32,32_49_49,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:call, P1:fold, P2:call","P2:call, P3:call, P6:call","P2:call, P3:raise 433, P6:fold, P2:fold",,8c 3s 5s,3c,
32,32_50_50,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:call, P1:raise 1350, P2:fold, P3:fold, P6:fold",,,,,,
32,32_51_51,50,100,6,"P3:raise 200, P4:fold, P5:raise 700, P6:raise 1900, P1:fold, P2:fold, P3:fold, P5:fold",,,,,,
32,32_52_52,50,100,6,"P3:raise 225, P4:fold, P5:raise 720, P6:fold, P1:fold, P2:fold, P3:fold",,,,,,
32,32_53_53,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:raise 300, P1:call","P1:call, P2:raise 600, P1:fold",,3h Qd 3c,8c,
32,32_54_54,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_55_55,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:call","P2:call, P6:call, P2:sm, P6:sm",Ks 3s As,6d,4c
32,32_56_56,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_57_57,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:call, P1:fold, P2:fold","P4:raise 450, P6:call","P4:call, P6:raise 1500, P4:fold",,3d 6s 8s,Qd,
32,32_58_58,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
32,32_59_59,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call, P4:raise 275, P1:fold, P2:call","P2:call, P4:call","P2:call, P4:call, P2:sm, P4:sm",8c Qd 5s,6d,Jh
32,32_60_60,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_61_61,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:raise 300, P1:call","P1:call, P2:call","P1:raise 800, P2:fold",6s 5d Qc,Jd,Ac
32,32_62_62,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_63_63,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_64_64,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:raise 850, P2:fold, P4:fold",,,,,,
32,32_65_65,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 250, P2:raise 750, P1:fold",,,,,,
32,32_66_66,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
32,32_67_67,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:call, P1:fold, P2:fold","P5:call, P6:raise 275, P5:fold",,,5h 6h 9c,,
32,32_68_68,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
32,32_69_69,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 225, P2:call","P2:call, P3:call","P2:raise 300, P3:fold",8c 8s 6h,7s,3h
32,32_70_70,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
32,32_71_71,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_72_72,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_73_73,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_74_74,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 900, P2:fold",,,3s 6d Tc,,
32,32_75_75,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 350, P1:fold",,,,,,
32,32_76_76,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:call, P1:fold, P2:call","P2:call, P3:raise 543, P6:fold, P2:fold",,,4d 2d 5h,,
32,32_77_77,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
32,32_78_78,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_79_79,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 400, P2:fold",,,4s 8d Qd,,
32,32_80_80,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_81_81,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:fold",,,4h 3s 8c,,
32,32_82_82,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_83_83,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 200, P2:fold",,,,,,
32,32_84_84,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_85_85,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 225, P2:fold",,,Ts Kc Ac,,
32,32_86_86,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:fold",,,,,,
32,32_87_87,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:call, P1:call, P2:call","P1:call, P2:call, P4:call, P6:raise 450, P1:fold, P2:fold, P4:fold",,,Jh Qc As,,
32,32_88_88,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_89_89,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:raise 800, P6:fold",,,,,,
32,32_90_90,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_91_91,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 225, P2:call","P2:raise 300, P5:fold",,5h Ad 4d,2c,
32,32_92_92,50,100,6,"P3:raise 225, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:raise 450, P4:call","P3:call, P4:raise 375, P3:call","P3:call, P4:raise 2250, P3:fold",7c 8c Qd,5c,6d
32,32_93_93,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:raise 450, P5:call","P2:raise 450, P5:call","P2:call, P5:raise 1800, P2:fold",5s 4c 4d,6h,Ks
32,32_94_94,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 150, P2:raise 525, P4:fold",,,Qd Qh 5c,,
33,33_0_0,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:raise 900, P4:call","P2:call, P4:call","P2:raise 1250, P4:call","P2:call, P4:call, P2:sm, P4:sm",Qs 7h 5s,4h,7c
33,33_1_1,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:call","P1:call, P2:call","P1:call, P2:raise 375, P1:call, P2:sm, P1:sm",6h 9d 8h,7h,Ah
33,33_2_2,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 150, P2:call","P2:call, P6:call","P2:call, P6:raise 375, P2:fold",Jh Js 3h,Th,7c
33,33_3_3,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:raise 175, P2:fold",,,Jh Kh 3h,,
33,33_4_4,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
33,33_5_5,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call, P4:raise 400, P1:call, P2:fold","P1:call, P4:call","P1:call, P4:call, P1:sm, P4:sm",3c 4h Ac,3d,2d
33,33_6_6,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:call, P1:call, P2:fold","P1:call, P3:call, P6:call","P1:call, P3:call, P6:raise 387, P1:fold, P3:call","P3:call, P6:raise 774, P3:call, P6:sm, P3:sm",5c Qh As,Jc,5d
33,33_7_7,50,100,6,"P3:raise 200, P4:raise 625, P5:fold, P6:fold, P1:fold, P2:fold, P3:call","P3:call, P4:raise 475, P3:call","P3:call, P4:call","P3:raise 4000, P4:fold",Kc 3c 2h,4s,Qs
33,33_8_8,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
33,33_9_9,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 375, P2:raise 1125, P4:call","P2:raise 2750, P4:call","P2:call, P4:raise 5900, P2:fold",Td 8s 2h,6h,Kc
33,33_10_10,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
33,33_11_11,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
33,33_12_12,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 450, P2:call","P2:call, P6:call","P2:call, P6:raise 675, P2:fold",Qd 8s 4c,7c,Tc
33,33_13_13,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:raise 900, P1:call","P1:call, P2:raise 600, P1:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",3h 4d 5s,Tc,Ah
33,33_14_14,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
33,33_15_15,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 350, P1:call","P1:call, P2:call","P1:call, P2:call","P1:raise 1250, P2:call, P1:sm, P2:sm",6h 2d 9h,3d,8c
33,33_16_16,50,100,6,"P3:raise 225, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:call, P4:call","P3:raise 450, P4:fold",,Ts Ad 3c,2c,
33,33_17_17,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
33,33_18_18,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:call","P2:call, P5:call","P2:call, P5:call, P2:sm, P5:sm",5d 9d 4d,Tc,4s
33,33_19_19,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:call, P1:fold, P2:fold","P4:call, P6:call","P4:call, P6:call","P4:call, P6:call, P4:sm, P6:sm",9s 8d Qs,3s,6c
33,33_20_20,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:call","P2:raise 225, P4:call","P2:call, P4:raise 450, P2:fold",8c 4s 6d,5s,3d
33,33_21_21,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",Td 9s 9c,Qd,Ks
33,33_22_22,50,100,6,"P3:raise 225, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:raise 300, P4:call","P3:call, P4:call","P3:call, P4:raise 800, P3:fold",2s Jh 5c,Kd,6s
33,33_23_23,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:raise 1200, P2:fold, P5:call","P1:raise 1250, P5:fold",,,4h 7d Ks,,
33,33_24_24,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 175, P2:fold",,,3c As 8h,,
33,33_25_25,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 200, P2:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",8d Qh 5c,5s,Ks
33,33_26_26,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
33,33_27_27,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:call, P2:fold","P1:call, P5:raise 170, P1:call","P1:call, P5:raise 500, P1:call","P1:call, P5:raise 1200, P1:fold",7s Js 9s,Ks,9h
33,33_28_28,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
33,33_29_29,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:raise 800, P1:fold, P2:fold, P4:fold",,,,,,
33,33_30_30,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
33,33_31_31,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 200, P2:call","P1:call, P2:raise 600, P1:fold",,9s Ks 8c,7d,
33,33_32_32,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 225, P2:raise 600, P4:call","P2:raise 2000, P4:call","P2:raise 1650, P4:raise 7200, P2:call, P4:sm, P2:sm",4h 4s 2h,7c,Kh
33,33_33_33,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
33,33_34_34,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
33,33_35_35,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
33,33_36_36,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
33,33_37_37,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:call, P1:fold, P2:call","P2:call, P5:raise 1450, P6:fold, P2:fold",,,4s 5d 8h,,
33,33_38_38,50,100,6,"P3:raise 225, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:call, P4:raise 300, P3:fold",,,3h 4h 2h,,
33,33_39_39,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:raise 1100, P6:call","P2:raise 575, P6:call","P2:call, P6:raise 1700, P2:fold",,4c 3c 4h,5d,
33,33_40_40,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:raise 950, P2:fold, P5:raise 2250, P1:call","P1:call, P5:call","P1:raise 1200, P5:call","P1:call, P5:raise 2700, P1:fold",Qh Td 4h,3h,5h
33,33_41_41,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 200, P2:fold",,,,,,
33,33_42_42,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:raise 775, P2:fold, P6:call","P1:raise 1237, P6:fold",,,8h 6h Td,,
33,33_43_43,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:call, P1:fold, P2:fold","P3:call, P6:call","P3:call, P6:call","P3:call, P6:call, P3:sm, P6:sm",8c Ts 3c,Ad,6s
33,33_44_44,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:call, P2:fold","P1:call, P3:call","P1:raise 412, P3:call","P1:raise 1030, P3:call, P1:sm, P3:sm",Kd Qs 3s,Js,6d
33,33_45_45,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:call, P2:fold","P1:call, P3:raise 250, P1:call","P1:call, P3:call","P1:raise 1000, P3:fold",As Ah 7d,Ts,5s
33,33_46_46,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:fold, P2:call","P2:call, P6:raise 150, P2:raise 547, P6:call","P2:call, P6:call","P2:call, P6:call, P2:sm, P6:sm",Kd Jd 7h,Ks,Jc
33,33_47_47,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:call, P2:call","P1:call, P2:call, P5:raise 150, P1:call, P2:fold","P1:raise 225, P5:raise 900, P1:fold",,6s 7h 7d,9s,
33,33_48_48,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
33,33_49_49,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:raise 900, P1:fold",,,,,,
33,33_50_50,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 375, P2:fold",,,4h 7s 2s,,
33,33_51_51,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:call, P2:fold","P1:call, P5:raise 250, P1:fold",,,Qh 8c Jd,,
33,33_52_52,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:fold, P2:call","P2:call, P6:raise 450, P2:fold",,,Ah Jd 5h,,
33,33_53_53,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
33,33_54_54,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:call, P1:fold, P2:call","P2:call, P4:raise 163, P6:fold, P2:raise 750, P4:call","P2:call, P4:call","P2:raise 700, P4:fold",Th 3c 6c,Kd,Tc
33,33_55_55,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
33,33_56_56,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:raise 1250, P6:fold",,,,,,
33,33_57_57,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
33,33_58_58,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:call","P2:raise 247, P6:fold",6h Th 3d,Ks,Td
33,33_59_59,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:raise 1325, P2:fold, P4:fold",,,,,,
33,33_60_60,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
33,33_61_61,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:raise 900, P2:fold, P6:raise 2325, P1:fold",,,,,,
33,33_62_62,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 150, P2:fold",,,4h Kc 3h,,
33,33_63_63,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:raise 475, P5:fold",,,6s 3c Ad,,
33,33_64_64,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
33,33_65_65,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
33,33_66_66,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 135, P2:call","P2:call, P4:raise 570, P2:fold",,Ks 7s Kd,6h,
33,33_67_67,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
33,33_68_68,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:raise 700, P1:fold, P2:fold, P3:call","P3:call, P6:raise 500, P3:call","P3:call, P6:call","P3:raise 2550, P6:raise 8800, P3:fold",Th Js 2c,3h,Kc
33,33_69_69,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
33,33_70_70,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
33,33_71_71,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
33,33_72_72,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:raise 1000, P6:fold",,,,,,
33,33_73_73,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:raise 900, P2:fold, P3:fold",,,,,,
33,33_74_74,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:call, P3:raise 375, P2:call","P2:call, P3:raise 937, P2:fold",Th 4c 7h,8h,As
33,33_75_75,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
33,33_76_76,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 150, P2:fold",,,3s 6c Ks,,
33,33_77_77,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:raise 800, P1:fold, P2:fold, P4:fold",,,,,,
33,33_78_78,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:raise 550, P2:fold",,,Ks Jd 4s,,
33,33_79_79,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
33,33_80_80,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
33,33_81_81,50,100,6,"P3:fold, P4:raise 225, P5:raise 700, P6:fold, P1:fold, P2:fold, P4:call","P4:call, P5:raise 1000, P4:raise 3775, P5:fold",,,2c 5c 4d,,
33,33_82_82,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
33,33_83_83,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 300, P2:fold",,,3s Jd Qc,,
