session,hand_id,small_blind,big_blind,num_players,actions_preflop,actions_flop,actions_turn,actions_river,flop,turn,river
44b,44b_136_136,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:call, P2:fold","P1:call, P6:call","P1:call, P6:raise 450, P1:call","P1:call, P6:call, P1:sm, P6:sm",Ks 2c 9c,Qs,As
44b,44b_137_137,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:fold",,,,,,
44b,44b_138_138,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_139_139,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
44b,44b_140_140,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:raise 150, P2:fold",,Td Ac Tc,8s,
44b,44b_141_141,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:call","P2:raise 400, P4:fold",,Jd Jh Qc,8h,
44b,44b_142_142,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_143_143,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
44b,44b_144_144,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_145_145,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_146_146,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
44b,44b_147_147,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_148_148,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 400, P2:fold",,,,,,
44b,44b_149_149,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:call, P2:call","P1:raise 675, P2:fold, P4:fold",,,4h Td As,,
44b,44b_150_150,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
44b,44b_151_151,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 225, P2:call","P2:call, P6:call, P2:sm, P6:sm",6c Qs 5c,5s,Kd
44b,44b_152_152,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:fold",,,9s 5h Ah,,
44b,44b_153_153,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:raise 700, P5:fold",,Ts 9s Ac,3d,
44b,44b_154_154,50,100,6,"P3:fold, P4:fold, P5:raise 232, P6:fold, P1:fold, P2:call","P2:call, P5:raise 257, P2:fold",,,Ad 6h Js,,
44b,44b_155_155,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:fold",,,,,,
44b,44b_156_156,50,100,6,"P3:fold, P4:fold, P5:call, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:call","P2:raise 250, P5:call, P2:sm, P5:sm",Ad Qs 6s,8s,5h
44b,44b_157_157,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 250, P2:call","P2:call, P3:call","P2:raise 1500, P3:fold",9h 7s As,6d,Qd
44b,44b_158_158,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:raise 900, P5:call","P2:call, P5:raise 600, P2:fold",,,2h Ac Tc,,
44b,44b_159_159,50,100,6,"P3:fold, P4:raise 200, P5:call, P6:fold, P1:raise 1100, P2:raise 10000, P4:call, P5:fold, P1:call, P2:sm, P4:sm, P1:sm",,,,Tc 6s 3c,6h,Jc
44b,44b_160_160,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_161_161,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_162_162,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
44b,44b_163_163,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:call, P1:fold, P2:call","P2:call, P4:call, P6:raise 175, P2:fold, P4:fold",,,9s 9h 2c,,
44b,44b_164_164,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
44b,44b_165_165,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:raise 1200, P6:fold",,,,,,
44b,44b_166_166,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:call","P2:call, P5:call, P2:sm, P5:sm",Qs Td 6s,8d,4c
44b,44b_167_167,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_168_168,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
44b,44b_169_169,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
44b,44b_170_170,50,100,6,"P3:fold, P4:raise 225, P5:raise 825, P6:fold, P1:fold, P2:fold, P4:fold",,,,,,
44b,44b_171_171,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 112, P2:call","P2:call, P5:raise 675, P2:fold",,Jd Kc 3c,Qd,
44b,44b_172_172,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
44b,44b_173_173,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 112, P2:fold",,,6d 2c 8c,,
44b,44b_174_174,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:raise 550, P2:fold",,,Td 9s 4d,,
44b,44b_175_175,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 250, P2:fold",,,Ah 4d 7d,,
44b,44b_176_176,50,100,6,"P3:fold, P4:raise 200, P5:raise 612, P6:fold, P1:fold, P2:raise 2086, P4:fold, P5:fold",,,,,,
45,45_0_0,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
45,45_1_1,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 150, P2:call","P2:call, P3:raise 600, P2:fold",,Ah 2s Qc,Ad,
45,45_2_2,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:call, P1:call, P2:fold","P1:call, P5:call, P6:raise 525, P1:fold, P5:fold",,,4h 9s Jc,,
45,45_3_3,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:raise 950, P2:fold, P5:fold",,,,,,
45,45_4_4,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:raise 900, P1:call","P1:call, P2:raise 1800, P1:call","P1:call, P2:raise 1350, P1:raise 7300, P2:fold",,Ah 5h Jc,Td,
45,45_5_5,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
45,45_6_6,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45,45_7_7,50,100,6,"P3:fold, P4:raise 210, P5:call, P6:fold, P1:fold, P2:fold","P4:call, P5:raise 570, P4:raise 1425, P5:call","P4:call, P5:call","P4:call, P5:call, P4:sm, P5:sm",Qs 5h 7s,7h,8d
45,45_8_8,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:call","P2:raise 550, P6:call","P2:raise 1650, P6:fold",7h 6h 7c,Ah,2d
45,45_9_9,50,100,6,"P3:raise 350, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45,45_10_10,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:raise 100, P2:call","P1:raise 200, P2:fold",,Jc 7c 3h,Qc,
45,45_11_11,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:call","P2:raise 460, P6:fold",,8d 7d 7h,2d,
45,45_12_12,50,100,6,"P3:raise 225, P4:fold, P5:raise 700, P6:fold, P1:fold, P2:fold, P3:call","P3:call, P5:call","P3:raise 2375, P5:call","P3:raise 6925, P5:call, P3:sm, P5:sm",6h 7c 3d,2h,9s
45,45_13_13,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:call","P2:call, P5:raise 275, P2:call","P2:call, P5:raise 2200, P2:fold",,Td Kc Jc,2d,
45,45_14_14,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
45,45_15_15,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:raise 1150, P6:fold",,,,,,
45,45_16_16,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 287, P1:fold, P2:call","P2:call, P6:raise 468, P2:call","P2:call, P6:raise 1170, P2:fold",,Th 9h Jc,3h,
45,45_17_17,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:raise 350, P2:call","P2:call, P6:raise 1650, P2:fold",,Tc 4c 8d,9h,
45,45_18_18,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:raise 100, P2:call","P1:raise 320, P2:call, P1:sm, P2:sm",8s 4c 8c,8h,5h
45,45_19_19,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:raise 750, P2:fold, P6:fold",,,,,,
45,45_20_20,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45,45_21_21,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45,45_22_22,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45,45_23_23,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 700, P1:fold, P2:fold, P5:call","P5:call, P6:raise 500, P5:fold",,,3c 7s Tc,,
45,45_24_24,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:call, P2:call","P1:raise 100, P2:call, P1:sm, P2:sm",7h Qh 4s,3d,Ts
45,45_25_25,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
45,45_26_26,50,100,6,"P3:raise 210, P4:fold, P5:call, P6:call, P1:fold, P2:fold","P3:call, P5:call, P6:raise 585, P3:fold, P5:fold",,,7h 9d 6d,,
45,45_27_27,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:call","P2:call, P6:raise 375, P2:fold",5h Qh 9d,Ks,7c
45,45_28_28,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:call","P2:call, P5:call, P2:sm, P5:sm",7d Kh Th,Ah,4s
45,45_29_29,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 300, P1:fold",,,,,,
45,45_30_30,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 250, P2:call","P2:call, P3:raise 850, P2:call","P2:call, P3:raise 2275, P2:raise 8675, P3:fold",Qs 6d Kd,8s,4s
45,45_31_31,50,100,6,"P3:fold, P4:fold, P5:raise 287, P6:fold, P1:fold, P2:raise 1150, P5:fold",,,,,,
45,45_32_32,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:call, P1:fold, P2:call","P2:call, P5:raise 163, P6:fold, P2:call","P2:call, P5:raise 1150, P2:fold",,Kd 5s 9h,3d,
45,45_33_33,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:raise 350, P6:fold",,Qh 6d 3s,7h,
45,45_34_34,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:call, P2:fold","P1:call, P5:call","P1:call, P5:call","P1:raise 175, P5:fold",Th 3d 6c,6d,8d
45,45_35_35,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 250, P2:call","P1:raise 250, P2:call","P1:call, P2:call","P1:raise 750, P2:call, P1:sm, P2:sm",Jh 3c 4d,Qc,Kc
45,45_36_36,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:call, P1:fold, P2:fold","P3:call, P6:call","P3:raise 250, P6:call","P3:raise 375, P6:raise 1300, P3:raise 5000, P6:fold",7s 4s 7d,Qc,8c
45,45_37_37,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:raise 112, P2:fold",,Kh 9c Ad,9h,
45,45_38_38,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:call, P1:fold, P2:call","P2:call, P4:call, P6:call","P2:call, P4:call, P6:call","P2:call, P4:call, P6:call, P2:sm, P4:sm, P6:sm",As 8h Js,Jh,Ad
45,45_39_39,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45,45_40_40,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
45,45_41_41,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 300, P1:fold",,,,,,
45,45_42_42,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45,45_43_43,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",9h 3c Ts,4s,9s
45,45_44_44,50,100,6,"P3:raise 210, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45,45_45_45,50,100,6,"P3:fold, P4:raise 200, P5:raise 600, P6:fold, P1:fold, P2:fold, P4:raise 1900, P5:fold",,,,,,
45,45_46_46,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:raise 100, P2:fold",,,Tc Ts 5d,,
45,45_47_47,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 300, P1:call","P1:call, P2:raise 480, P1:fold",,,9s Ah Ts,,
45,45_48_48,50,100,6,"P3:fold, P4:fold, P5:raise 210, P6:fold, P1:raise 1100, P2:fold, P5:fold",,,,,,
45,45_49_49,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45,45_50_50,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
45,45_51_51,50,100,6,"P3:fold, P4:fold, P5:raise 211, P6:fold, P1:fold, P2:fold",,,,,,
45,45_52_52,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_53_53,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:call, P1:raise 1775, P2:fold, P5:fold, P6:fold",,,,,,
45b,45b_54_54,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:raise 150, P2:call","P1:raise 1000, P2:fold",,3s Ah 6d,Qh,
45b,45b_55_55,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:call, P3:call","P2:call, P3:call, P2:sm, P3:sm",Js 4d 5d,Tc,8c
45b,45b_56_56,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:call, P1:call, P2:call","P1:call, P2:call, P4:raise 400, P6:fold, P1:fold, P2:fold",,,Ad 9c Td,,
45b,45b_57_57,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_58_58,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45b,45b_59_59,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:call, P2:call","P1:call, P2:raise 375, P6:fold, P1:fold",,,6h 7d 6d,,
45b,45b_60_60,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:raise 275, P2:fold",,,4d Td 5c,,
45b,45b_61_61,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:call, P2:call","P1:raise 200, P2:call, P4:fold","P1:call, P2:raise 750, P1:call","P1:call, P2:raise 1075, P1:fold",3c 5c Jh,Tc,8c
45b,45b_62_62,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:raise 950, P2:fold, P3:call","P1:call, P3:raise 700, P1:fold",,,7c 9s 8s,,
45b,45b_63_63,50,100,6,"P3:raise 200, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:call, P4:raise 400, P3:call","P3:call, P4:raise 1400, P3:fold",,9h 8d Ad,4s,
45b,45b_64_64,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_65_65,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45b,45b_66_66,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:raise 200, P2:call","P1:raise 600, P2:call","P1:call, P2:raise 1800, P1:fold",7d 2c Ad,Jc,8s
45b,45b_67_67,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 150, P2:fold",,,Td 6s 4c,,
45b,45b_68_68,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 450, P2:call","P1:raise 1230, P2:call","P1:raise 6852, P2:call, P1:sm, P2:sm",Ad Th 7c,5d,9h
45b,45b_69_69,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 500, P2:call","P2:raise 575, P3:call","P2:raise 1000, P3:call, P2:sm, P3:sm",3c 3d Jc,Jh,5c
45b,45b_70_70,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 200, P2:call","P1:call, P2:call","P1:raise 100, P2:call, P1:sm, P2:sm",4s 3s Kh,8d,Qh
45b,45b_71_71,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:fold",,,,,,
45b,45b_72_72,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:call","P2:raise 150, P6:call, P2:sm, P6:sm",3s 7d 5h,Jc,2c
45b,45b_73_73,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call, P4:call","P1:call, P2:call, P4:call","P1:call, P2:call, P4:call, P1:sm, P2:sm, P4:sm",Ad 8c 7c,7h,4d
45b,45b_74_74,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:call, P1:call, P2:call","P1:call, P2:call, P3:raise 600, P6:fold, P1:call, P2:fold","P1:call, P3:raise 1650, P1:call","P1:call, P3:raise 2750, P1:fold",5d Kd Qs,5h,Ks
45b,45b_75_75,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:raise 850, P2:fold, P4:fold",,,,,,
45b,45b_76_76,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call, P4:call","P1:raise 200, P2:fold, P4:fold",,Qh 7s 2s,5s,
45b,45b_77_77,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:raise 100, P1:call","P1:call, P2:raise 100, P1:call","P1:call, P2:raise 300, P1:call, P2:sm, P1:sm",2h 7c Kc,2d,3c
45b,45b_78_78,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_79_79,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:call, P1:fold, P2:call","P2:call, P3:call, P6:raise 250, P2:fold, P3:call","P3:call, P6:raise 500, P3:call","P3:call, P6:raise 1600, P3:fold",5c Jc 3c,Qh,Ks
45b,45b_80_80,50,100,6,"P3:raise 200, P4:fold, P5:call, P6:fold, P1:call, P2:fold","P1:call, P3:call, P5:raise 500, P1:raise 1652, P3:fold, P5:fold",,,9s 5h Ah,,
45b,45b_81_81,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:raise 1100, P6:call","P2:raise 750, P6:call","P2:raise 1750, P6:call","P2:call, P6:call, P2:sm, P6:sm",2h 4s Ks,Jh,Qh
45b,45b_82_82,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 400, P2:fold",,,,,,
45b,45b_83_83,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 200, P2:call","P1:call, P2:call","P1:raise 100, P2:call","P1:call, P2:call, P1:sm, P2:sm",Jc Js Ad,7s,Kc
45b,45b_84_84,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45b,45b_85_85,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45b,45b_86_86,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_87_87,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:call, P1:fold, P2:fold","P3:call, P6:call","P3:call, P6:call","P3:call, P6:call, P3:sm, P6:sm",9c 9s 6c,4h,2s
45b,45b_88_88,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
45b,45b_89_89,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:raise 250, P2:fold",,4h 2h As,5d,
45b,45b_90_90,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 450, P2:fold",,,Jc Qh Kh,,
45b,45b_91_91,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 150, P2:fold",,,Kd 3c 6c,,
45b,45b_92_92,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_93_93,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 300, P2:call","P1:raise 900, P2:call","P1:raise 2250, P2:call, P1:sm, P2:sm",3c 7d Qc,6c,Th
45b,45b_94_94,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:call, P1:call, P2:fold","P1:call, P5:call, P6:call","P1:call, P5:call, P6:call","P1:call, P5:call, P6:raise 581, P1:call, P5:fold, P6:sm, P1:sm",8d 7c 7d,7s,9d
45b,45b_95_95,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:fold",,,6s 2d 2c,,
45b,45b_96_96,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45b,45b_97_97,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45b,45b_98_98,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_99_99,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:raise 100, P3:call","P2:call, P3:raise 525, P2:fold",2c 2s Ks,Qc,4h
45b,45b_100_100,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:call","P2:call, P4:call","P2:call, P4:call, P2:sm, P4:sm",Jh 3d 2c,8c,Ts
45b,45b_101_101,50,100,6,"P3:raise 200, P4:fold, P5:raise 625, P6:fold, P1:fold, P2:fold, P3:raise 1900, P5:raise 10000, P3:call, P5:sm, P3:sm",,,,Qs Js 3s,8c,2s
45b,45b_102_102,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
45b,45b_103_103,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:raise 212, P5:call","P2:call, P5:call, P2:sm, P5:sm",Ac 6c 2c,9c,5c
45b,45b_104_104,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_105_105,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:raise 150, P6:call","P2:raise 200, P6:fold",4c 5s 7d,5d,6s
45b,45b_106_106,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 412, P2:fold",,Jh Ad Ts,2d,
45b,45b_107_107,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 450, P2:fold",,,Js Qh 3s,,
45b,45b_108_108,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 450, P2:fold",,,4d 9d Qd,,
45b,45b_109_109,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 150, P2:fold",,,Ac As 7c,,
45b,45b_110_110,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:raise 375, P6:call","P2:raise 937, P6:fold",8c 4c Jd,9s,6c
45b,45b_111_111,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_112_112,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 800, P1:fold, P2:fold, P5:call","P5:call, P6:call","P5:call, P6:call","P5:call, P6:raise 875, P5:fold",Tc 5d 4d,Ad,3c
45b,45b_113_113,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 700, P1:fold, P2:raise 1900, P5:fold, P6:fold",,,,,,
45b,45b_114_114,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:raise 100, P2:call","P1:raise 400, P2:fold",,5h Qd 7d,Th,
45b,45b_115_115,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 350, P1:fold",,,,,,
45b,45b_116_116,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:call, P2:fold","P1:call, P5:raise 400, P1:fold",,,8d 5s 3d,,
45b,45b_117_117,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:raise 950, P2:fold, P6:call","P1:raise 650, P6:call","P1:call, P6:raise 2162, P1:call","P1:call, P6:raise 1875, P1:fold",7c 4h 7h,As,Ad
45b,45b_118_118,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:raise 1350, P6:fold",,,,,,
45b,45b_119_119,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
45b,45b_120_120,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:call, P2:call","P1:call, P2:raise 100, P1:fold",9c Qh 7c,4h,5h
